,data1,data2,data3,data4,data5,data6,data7,data8,label
0,-3574696,-1612732,-4039587,-1266512,-1834391,-2264821,-2468644,-7841546,0
1,-3598161,-6895432,-4187242,-6457929,-7189671,-4240538,-4797372,-7793622,0
2,-3587180,-8094027,-4289456,-8199400,-7865987,-6307567,-6467017,-7727526,0
3,-3557604,-2730209,-4162474,-3241934,-2096577,-4927082,-4485353,-7758437,0
4,-3557891,532202,-4038014,437178,630584,-2724722,-2468064,-7819407,0
5,-3574276,-1597112,-4039182,-1252320,-1817339,-2261152,-2464555,-7841437,0
6,-3597659,-6876963,-4186278,-6437895,-7172196,-4229397,-4786403,-7793708,0
7,-3586934,-8104937,-4289376,-8207668,-7879634,-6306527,-6468838,-7727467,0
8,-3557409,-2753784,-4163082,-3264806,-2120572,-4936770,-4496278,-7758142,0
9,-3557559,530314,-4038148,433370,630088,-2729621,-2471827,-7819172,0
10,-3597379,-6860108,-4185568,-6420096,-7156353,-4219031,-4775457,-7794019,0
11,-3586750,-8114882,-4289344,-8215612,-7892344,-6304532,-6470075,-7727496,0
12,-3557189,-2774425,-4163629,-3286321,-2140823,-4945649,-4506461,-7757855,0
13,-3557277,529153,-4038351,430196,630345,-2734549,-2475548,-7819017,0
14,-3573474,-1566999,-4038431,-1224535,-1785885,-2255692,-2456197,-7841331,0
15,-3596947,-6843946,-4184748,-6402456,-7140822,-4208625,-4765226,-7794184,0
16,-3556977,-2795633,-4164184,-3309016,-2163444,-4955587,-4516345,-7757587,0
17,-3556947,527769,-4038443,426293,630088,-2740816,-2478789,-7818812,0
18,-3573106,-1551946,-4038063,-1210489,-1769974,-2253768,-2451701,-7841323,0
19,-3586434,-8134989,-4289413,-8231495,-7917797,-6300477,-6472863,-7727647,0
20,-3556697,-2820909,-4164727,-3333184,-2186975,-4965030,-4527440,-7757243,0
21,-3556478,524524,-4038529,421338,629723,-2747591,-2483926,-7818438,0
22,-3572613,-1536699,-4037643,-1196112,-1752783,-2252132,-2448079,-7841162,0
23,-3596244,-6809547,-4183277,-6365620,-7107914,-4187493,-4743648,-7794662,0
24,-3586147,-8145629,-4289360,-8239794,-7931035,-6298072,-6473732,-7727509,0
25,-3556332,-2843959,-4165207,-3356735,-2209769,-4974129,-4538052,-7756766,0
26,-3556082,523225,-4038613,417121,629916,-2751514,-2487661,-7818191,0
27,-3572091,-1519561,-4037133,-1180842,-1735262,-2248108,-2443579,-7841057,0
28,-3595684,-6792482,-4182343,-6348013,-7091619,-4176912,-4732801,-7794706,0
29,-3585782,-8155886,-4289220,-8247717,-7943777,-6297093,-6474172,-7727311,0
30,-3555958,-2867504,-4165682,-3379064,-2233923,-4984280,-4548202,-7756322,0
31,-3555634,520912,-4038732,413200,629315,-2757909,-2491964,-7817889,0
32,-3571576,-1503764,-4036709,-1166479,-1717996,-2246138,-2439433,-7840907,0
33,-3595145,-6773624,-4181398,-6327987,-7074220,-4166127,-4721134,-7794724,0
34,-3585489,-8165654,-4289099,-8254940,-7956162,-6295051,-6474700,-7727162,0
35,-3555687,-2890924,-4166213,-3402591,-2254811,-4994713,-4558892,-7755962,0
36,-3555283,519057,-4038873,408788,629570,-2764516,-2496306,-7817686,0
37,-3571274,-1487583,-4036441,-1151952,-1701827,-2244112,-2435481,-7841007,0
38,-3594786,-6755652,-4180643,-6309144,-7056927,-4154959,-4710436,-7794969,0
39,-3585161,-8175146,-4288977,-8262461,-7968307,-6292267,-6475819,-7727013,0
40,-3555286,-2913933,-4166639,-3426256,-2278442,-5003794,-4569313,-7755482,0
41,-3554759,517106,-4038873,404096,629399,-2770518,-2500394,-7817314,0
42,-3594354,-6736849,-4179787,-6289064,-7039111,-4143315,-4698589,-7795178,0
43,-3585004,-8186076,-4289007,-8270850,-7982150,-6289215,-6476536,-7727069,0
44,-3555020,-2939682,-4167226,-3451625,-2303568,-5013588,-4580466,-7755139,0
45,-3554312,513999,-4038967,398898,628548,-2777134,-2504721,-7816999,0
46,-3570132,-1453707,-4035392,-1120762,-1664977,-2239536,-2425984,-7840658,0
47,-3593720,-6716891,-4178719,-6267798,-7020171,-4131684,-4686387,-7795147,0
48,-3584600,-8195624,-4288819,-8278149,-7994104,-6287137,-6477669,-7726821,0
49,-3554821,-2963498,-4167897,-3476047,-2328051,-5024571,-4591688,-7754838,0
50,-3554016,512213,-4039221,394286,628265,-2784031,-2509351,-7816816,0
