,data1,data2,data3,data4,data5,data6,data7,data8,label
0,-3118625,-3975517,-4610614,-4516997,-3351331,-5880873,-5449421,-7548464,0
1,-3115143,-51049,-4453977,-229780,114323,-3720767,-2750249,-7622880,0
2,-3118011,-1781757,-4433174,-1497149,-1947629,-2872846,-2575934,-7633140,0
3,-3126310,-6634999,-4568071,-6230552,-6898947,-4181288,-5066870,-7564383,0
4,-3127758,-8388608,-4716159,-8388608,-8388608,-6444623,-7527997,-7488749,0
5,-3119124,-3964929,-4610590,-4506430,-3339483,-5876684,-5442997,-7548692,0
6,-3115737,-50432,-4454262,-227869,114868,-3715261,-2747572,-7623014,0
7,-3118750,-1788544,-4433821,-1503353,-1954022,-2870049,-2577902,-7633279,0
8,-3127076,-6642375,-4568944,-6238919,-6905688,-4183522,-5073083,-7564459,0
9,-3120130,-3953791,-4611078,-4495951,-3328459,-5872752,-5437822,-7549321,0
10,-3116671,-48147,-4454831,-224695,115746,-3710799,-2745068,-7623420,0
11,-3119632,-1793821,-4434564,-1508619,-1959959,-2869104,-2579447,-7633526,0
12,-3128061,-6649556,-4569985,-6246147,-6912156,-4186676,-5078753,-7564749,0
13,-3129662,-8388608,-4717736,-8388608,-8388608,-6449400,-7531128,-7489665,0
14,-3120990,-3941795,-4611394,-4484957,-3318111,-5869052,-5431761,-7549869,0
15,-3117507,-46503,-4455280,-221512,115355,-3706359,-2741678,-7623823,0
16,-3120485,-1800989,-4435286,-1514682,-1967914,-2868933,-2581199,-7633824,0
17,-3128846,-6656610,-4570848,-6254081,-6919392,-4191113,-5084639,-7564897,0
18,-3130349,-8388608,-4718211,-8388608,-8388608,-6452406,-7530873,-7489952,0
19,-3121773,-3930915,-4611596,-4473871,-3306227,-5866324,-5425481,-7550334,0
20,-3118333,-45186,-4455706,-219456,115325,-3705315,-2739099,-7624161,0
21,-3121324,-1807991,-4435974,-1521987,-1976262,-2871286,-2583253,-7634040,0
22,-3129697,-6663841,-4571696,-6261474,-6926299,-4197048,-5089567,-7565063,0
23,-3131262,-8388608,-4718819,-8388608,-8388608,-6456710,-7530375,-7490436,0
24,-3122678,-3919851,-4611895,-4463219,-3296194,-5865023,-5418946,-7550985,0
25,-3119093,-42584,-4455992,-215647,116268,-3703244,-2735056,-7624557,0
26,-3122051,-1812874,-4436449,-1526022,-1981161,-2870675,-2583767,-7634307,0
27,-3130497,-6671391,-4572503,-6269092,-6933119,-4200541,-5094919,-7565307,0
28,-3123356,-3912119,-4612066,-4455625,-3289354,-5861184,-5415097,-7551335,0
29,-3119814,-42144,-4456342,-214362,115983,-3696415,-2733841,-7624824,0
30,-3122848,-1817608,-4437060,-1530854,-1986102,-2866825,-2585444,-7634583,0
31,-3131292,-6677344,-4573252,-6275381,-6938546,-4202007,-5099117,-7565553,0
32,-3132761,-8388608,-4719839,-8388608,-8388608,-6461487,-7531547,-7491201,0
33,-3124077,-3903831,-4612273,-4447589,-3281411,-5858514,-5410095,-7551788,0
34,-3120599,-40530,-4456762,-211930,117096,-3694027,-2731318,-7625204,0
35,-3123634,-1821508,-4437634,-1534029,-1990251,-2867213,-2586681,-7634865,0
