,data1,data2,data3,data4,data5,data6,data7,data8,label
0,-3639066,-8388608,-5115867,-8334507,-8388608,-5801900,-6248148,-8161709,1
1,-3620760,-7727830,-5164002,-7884778,-7282979,-7261955,-7206272,-8134229,1
2,-3595559,-2195611,-4989069,-2486496,-1452722,-5606604,-5241401,-8191301,1
3,-3593531,552317,-4863357,553843,604373,-3614949,-3502943,-8238133,1
4,-3613743,-3207436,-4904587,-2888299,-3607612,-3422787,-3728311,-8235830,1
5,-3639307,-8388608,-5116517,-8340744,-8388608,-5806361,-6254259,-8161774,1
6,-3620881,-7720581,-5163998,-7877968,-7273797,-7259753,-7205725,-8134469,1
7,-3595728,-2185088,-4988886,-2475487,-1441520,-5601439,-5237317,-8191650,1
8,-3593766,551874,-4863394,554169,603353,-3610010,-3500163,-8238533,1
9,-3614112,-3220691,-4905184,-2901128,-3621037,-3423741,-3732191,-8236164,1
10,-3639552,-8388608,-5117174,-8346948,-8388608,-5813342,-6261867,-8161879,1
11,-3621077,-7713429,-5164058,-7871397,-7264912,-7260433,-7205757,-8134830,1
12,-3596014,-2175466,-4988860,-2465858,-1432216,-5596134,-5233567,-8192186,1
13,-3593944,551308,-4863465,554249,601181,-3605681,-3498548,-8238886,1
14,-3614251,-3232104,-4905558,-2911879,-3634129,-3425057,-3734879,-8236280,1
15,-3639791,-8388608,-5117747,-8352027,-8388608,-5819541,-6265784,-8162053,1
16,-3621310,-7706756,-5164117,-7865410,-7256749,-7260869,-7204312,-8135265,1
17,-3596147,-2167072,-4988698,-2458097,-1424498,-5591976,-5233110,-8192541,1
18,-3594084,551320,-4863507,554311,600609,-3602487,-3500246,-8239163,1
19,-3614569,-3241516,-4906062,-2921149,-3643800,-3426684,-3738902,-8236576,1
20,-3640071,-8388608,-5118317,-8356864,-8388608,-5825287,-6270097,-8162284,1
21,-3621616,-7700004,-5164225,-7859171,-7248245,-7261432,-7202382,-8135800,1
22,-3596612,-2159364,-4988849,-2449851,-1415731,-5588579,-5228561,-8193229,1
23,-3594459,550057,-4863776,553908,598401,-3600992,-3497526,-8239644,1
24,-3614718,-3252931,-4906435,-2932003,-3656528,-3429367,-3742186,-8236641,1
25,-3621508,-7691273,-5163909,-7850754,-7237680,-7262225,-7201170,-8135906,1
26,-3596626,-2149719,-4988482,-2439652,-1407266,-5585173,-5222359,-8193463,1
27,-3594633,549404,-4863816,553508,596936,-3598891,-3493671,-8239931,1
28,-3615117,-3263898,-4907031,-2943220,-3667899,-3431969,-3744138,-8236977,1
