,data1,data2,data3,data4,data5,data6,data7,data8,label
0,-3191950,-382790,-4850229,-298409,-426919,-3215984,-3062705,-8002563,1
1,-3198500,-4744247,-4922339,-4340157,-5089925,-3760560,-4194903,-7962592,1
2,-3192022,-6977361,-5131953,-7297196,-6465667,-7510602,-7368795,-7858824,1
3,-3192057,-1405852,-4949267,-1838201,-836534,-5066306,-4523120,-7960095,1
4,-3195151,-352826,-4852665,-265018,-400695,-3202571,-3047148,-8002997,1
5,-3201881,-4718894,-4924813,-4312596,-5066080,-3743343,-4178191,-7963310,1
6,-3204118,-8388608,-5128843,-8388608,-8388608,-6685811,-7312363,-7852635,1
7,-3195612,-6990872,-5136238,-7310381,-6480112,-7520271,-7380543,-7859086,1
8,-3195662,-1400496,-4952992,-1832408,-833215,-5069407,-4524134,-7960695,1
9,-3198432,-310416,-4854925,-222284,-360840,-3186598,-3028543,-8003712,1
10,-3204832,-4673056,-4926137,-4264482,-5022551,-3715430,-4150281,-7963963,1
11,-3207282,-8388608,-5131327,-8388608,-8388608,-6671272,-7303197,-7853106,1
12,-3199027,-7019036,-5140706,-7336452,-6511266,-7535275,-7400326,-7859152,1
13,-3198831,-1418283,-4956979,-1851499,-850116,-5085247,-4537208,-7960681,1
14,-3201431,-287887,-4857641,-200886,-338142,-3186024,-3023447,-8003925,1
15,-3207869,-4645766,-4928280,-4235821,-4996584,-3703847,-4136691,-7964517,1
16,-3210404,-8388608,-5133797,-8388608,-8388608,-6660848,-7294941,-7853620,1
17,-3202116,-7022039,-5143702,-7339642,-6514482,-7533219,-7400694,-7859318,1
18,-3201883,-1412383,-4959781,-1845587,-845226,-5082602,-4534868,-7960922,1
19,-3204639,-282158,-4860439,-194537,-333839,-3181149,-3018685,-8004459,1
20,-3211036,-4638987,-4930959,-4229171,-4989906,-3698043,-4130842,-7965138,1
21,-3213500,-8388608,-5136320,-8388608,-8388608,-6654577,-7288435,-7854142,1
22,-3205174,-7020059,-5146339,-7338395,-6512105,-7529414,-7396831,-7859587,1
23,-3204959,-1402471,-4962323,-1835934,-836556,-5077229,-4529373,-7961309,1
24,-3207683,-274884,-4862914,-186559,-327869,-3174806,-3013160,-8004921,1
25,-3214104,-4631292,-4933369,-4220994,-4982559,-3691130,-4124048,-7965744,1
26,-3216651,-8388608,-5138796,-8388608,-8388608,-6648076,-7281890,-7854784,1
27,-3208381,-7024177,-5149223,-7342136,-6517204,-7528224,-7396103,-7860000,1
28,-3208126,-1402774,-4965189,-1837115,-838595,-5076719,-4528213,-7961733,1
29,-3210769,-264560,-4865464,-177189,-317734,-3170694,-3008068,-8005424,1
30,-3217231,-4617206,-4935649,-4206611,-4968916,-3682590,-4114812,-7966492,1
31,-3219758,-8388608,-5141093,-8388608,-8388608,-6639884,-7274445,-7855431,1
32,-3211119,-1403516,-4967843,-1837880,-839301,-5077476,-4528713,-7962017,1
33,-3213732,-252048,-4867772,-164916,-304980,-3166930,-3003326,-8005879,1
34,-3220032,-4599329,-4937421,-4188142,-4951212,-3672950,-4104376,-7967013,1
35,-3222653,-8388608,-5143121,-8388608,-8388608,-6632396,-7267912,-7855927,1
36,-3214439,-7044313,-5154907,-7360127,-6540234,-7533206,-7403399,-7860440,1
37,-3214174,-1414749,-4970919,-1849688,-848737,-5086183,-4535151,-7962249,1
38,-3216831,-248669,-4870576,-162667,-301579,-3171100,-3004721,-8006305,1
39,-3223366,-4608159,-4940533,-4196354,-4961004,-3678351,-4108141,-7967754,1
40,-3225402,-8388608,-5144039,-8388608,-8388608,-6613640,-7241843,-7856688,1
41,-3216259,-6942754,-5151258,-7267572,-6425483,-7452432,-7315347,-7861245,1
42,-3216281,-1294136,-4967514,-1721010,-741741,-4995161,-4453106,-7963300,1
43,-3219878,-340273,-4872522,-238316,-403487,-3148854,-3001192,-8007002,1
44,-3226804,-4731414,-4946081,-4322903,-5079384,-3718429,-4157179,-7967978,1
45,-3228578,-8388608,-5148806,-8388608,-8388608,-6657544,-7280771,-7856661,1
46,-3219067,-6921982,-5153702,-7249272,-6400454,-7467016,-7320351,-7861196,1
47,-3219137,-1262766,-4969146,-1687689,-711729,-4990957,-4444781,-7963583,1
48,-3223104,-363636,-4875330,-258258,-429917,-3153726,-3007476,-8007494,1
49,-3230152,-4763720,-4949729,-4356472,-5110389,-3736054,-4174589,-7968474,1
50,-3231752,-8388608,-5151907,-8388608,-8388608,-6671204,-7290133,-7857021,1
51,-3221885,-6905629,-5155553,-7234719,-6381441,-7465461,-7313790,-7861295,1
52,-3222054,-1243402,-4970924,-1667386,-692812,-4983436,-4436169,-7963879,1
53,-3226189,-376827,-4877942,-269721,-444005,-3154674,-3010467,-8007837,1
54,-3233354,-4775067,-4952591,-4368489,-5120807,-3741506,-4180449,-7969037,1
55,-3234969,-8388608,-5154416,-8388608,-8388608,-6672181,-7290807,-7857655,1
56,-3224920,-6902372,-5157796,-7231817,-6377550,-7463295,-7311891,-7861558,1
57,-3225009,-1235669,-4973069,-1659429,-684948,-4980358,-4433362,-7964085,1
58,-3229275,-378269,-4880381,-270649,-445504,-3154167,-3010644,-8008193,1
59,-3236553,-4770240,-4954897,-4364118,-5115226,-3738244,-4177163,-7969735,1
60,-3238181,-8388608,-5156428,-8388608,-8388608,-6662906,-7283659,-7858444,1
61,-3228058,-6908677,-5160200,-7237587,-6384407,-7459266,-7311177,-7861862,1
62,-3228154,-1239439,-4975752,-1664649,-687044,-4981034,-4435708,-7964301,1
63,-3232506,-381080,-4883194,-274428,-447156,-3157465,-3014045,-8008546,1
64,-3239982,-4762487,-4957344,-4357385,-5106543,-3736098,-4173128,-7970703,1
65,-3241777,-8388608,-5158466,-8388608,-8388608,-6652962,-7273038,-7859791,1
66,-3231171,-6913047,-5162289,-7241023,-6390060,-7452501,-7307247,-7862225,1
67,-3230887,-1242982,-4977898,-1667932,-689944,-4979224,-4436142,-7964065,1
68,-3235395,-386899,-4885596,-280129,-451139,-3159324,-3016511,-8008515,1
69,-3245020,-8388608,-5159904,-8388608,-8388608,-6640352,-7259107,-7860923,1
70,-3234062,-6910414,-5163595,-7238597,-6387427,-7439277,-7294017,-7862591,1
71,-3233642,-1241338,-4979674,-1667776,-688210,-4973198,-4430656,-7964001,1
72,-3238392,-409059,-4888194,-301974,-472784,-3163752,-3022412,-8008604,1
73,-3246521,-4773930,-4962429,-4370597,-5114926,-3742511,-4177009,-7972112,1
74,-3248667,-8388608,-5161999,-8388608,-8388608,-6635132,-7250310,-7862366,1
75,-3236991,-6898786,-5164687,-7227661,-6375227,-7423667,-7276809,-7862933,1
76,-3236087,-1236702,-4981000,-1662842,-682841,-4964345,-4422881,-7963468,1
77,-3241325,-445196,-4891011,-338242,-507436,-3173174,-3033869,-8008400,1
78,-3249836,-4805856,-4965807,-4404503,-5144304,-3760801,-4193429,-7972518,1
79,-3251858,-8388608,-5164109,-8388608,-8388608,-6637883,-7248158,-7863079,1
80,-3239858,-6888067,-5165978,-7217949,-6363336,-7412671,-7264332,-7863096,1
81,-3239034,-1222250,-4982578,-1647796,-669482,-4953720,-4413745,-7963620,1
82,-3244603,-449602,-4893264,-341174,-512274,-3169287,-3031726,-8008933,1
83,-3253290,-4802491,-4967971,-4401614,-5140097,-3756332,-4188238,-7973580,1
84,-3255447,-8388608,-5165651,-8388608,-8388608,-6623787,-7233132,-7864609,1
85,-3243109,-6896451,-5167801,-7224936,-6373062,-7403929,-7257597,-7863701,1
86,-3242106,-1233133,-4984882,-1659770,-677950,-4954735,-4415679,-7963744,1
87,-3247654,-465514,-4895832,-359189,-526573,-3176620,-3039096,-8009004,1
88,-3256294,-4813556,-4970370,-4413972,-5150463,-3763621,-4194169,-7973791,1
89,-3258268,-8388608,-5166684,-8388608,-8388608,-6612577,-7218888,-7865064,1
90,-3245730,-6860808,-5167319,-7191821,-6331659,-7370641,-7222735,-7864300,1
91,-3244979,-1202864,-4985088,-1628056,-643527,-4925862,-4390818,-7964458,1
92,-3250837,-509497,-4898184,-399722,-571384,-3176291,-3045032,-8009451,1
93,-3259516,-4857969,-4973661,-4459596,-5192807,-3781232,-4213041,-7974016,1
94,-3260976,-8388608,-5168375,-8388608,-8388608,-6615806,-7217558,-7865074,1
95,-3248521,-6829589,-5167513,-7162830,-6294444,-7348986,-7197941,-7864882,1
96,-3248092,-1173870,-4985687,-1596581,-610189,-4901209,-4370339,-7965374,1
97,-3254017,-535082,-4900195,-422264,-596950,-3170845,-3046174,-8010019,1
98,-3262526,-4879337,-4976047,-4482332,-5212454,-3787121,-4221332,-7974236,1
99,-3263335,-8388608,-5170416,-8388608,-8388608,-6624233,-7226594,-7864151,1
100,-3251236,-6826758,-5169709,-7161677,-6289109,-7360030,-7206752,-7864421,1
101,-3251875,-1141847,-4987381,-1561052,-583776,-4898426,-4361262,-7967114,1
102,-3257696,-504695,-4901317,-387944,-572597,-3157084,-3028526,-8011801,1
103,-3265658,-4858757,-4976914,-4460330,-5194216,-3770854,-4205156,-7975209,1
104,-3266236,-8388608,-5171349,-8388608,-8388608,-6609029,-7215202,-7864672,1
105,-3254135,-6845561,-5171415,-7176867,-6310623,-7355226,-7207239,-7864431,1
106,-3254272,-1181968,-4989856,-1605291,-615399,-4911032,-4377106,-7965944,1
107,-3260469,-525594,-4904199,-414796,-587053,-3175834,-3046374,-8011198,1
108,-3268786,-4861906,-4979326,-4467300,-5196174,-3781621,-4212362,-7975489,1
109,-3269575,-8388608,-5173066,-8388608,-8388608,-6607537,-7210410,-7865567,1
110,-3258459,-1127922,-4990652,-1543547,-571999,-4887214,-4351678,-7968831,1
111,-3264314,-471607,-4904142,-354647,-542489,-3138822,-3010516,-8013874,1
112,-3272045,-4824316,-4979121,-4425769,-5162483,-3745989,-4180001,-7977201,1
113,-3272501,-8388608,-5173251,-8388608,-8388608,-6582126,-7189337,-7866416,1
114,-3260107,-6860851,-5174217,-7190271,-6327106,-7344004,-7199787,-7865034,1
115,-3260183,-1186476,-4992929,-1608432,-619352,-4906303,-4373387,-7966577,1
116,-3266404,-485524,-4906364,-375591,-547736,-3159072,-3028163,-8012456,1
117,-3274761,-4813511,-4980489,-4416731,-5149803,-3750929,-4180469,-7977344,1
118,-3275816,-8388608,-5174555,-8388608,-8388608,-6579117,-7185797,-7867536,1
119,-3263104,-6883796,-5176404,-7211687,-6352537,-7353898,-7212042,-7865117,1
120,-3262899,-1203841,-4995076,-1627347,-633664,-4920423,-4384862,-7966259,1
121,-3269154,-463787,-4907618,-354640,-525542,-3160129,-3024722,-8012609,1
122,-3277741,-4787168,-4981218,-4388297,-5124684,-3740080,-4166914,-7978106,1
123,-3278937,-8388608,-5175358,-8388608,-8388608,-6565945,-7173384,-7868428,1
124,-3265937,-6901201,-5178037,-7227417,-6372715,-7354088,-7215607,-7865019,1
125,-3265432,-1228804,-4997167,-1655776,-654549,-4930209,-4396962,-7965484,1
126,-3271819,-465562,-4909599,-360012,-523596,-3168294,-3033156,-8012154,1
127,-3280896,-4772577,-4982628,-4374999,-5109619,-3737931,-4162337,-7978851,1
128,-3282472,-8388608,-5176276,-8388608,-8388608,-6555507,-7159481,-7870039,1
129,-3269152,-6914589,-5179517,-7238689,-6387682,-7351096,-7213015,-7865649,1
130,-3268143,-1246090,-4998899,-1673187,-669097,-4934016,-4401921,-7965232,1
131,-3274614,-455443,-4910995,-351390,-511325,-3167801,-3031799,-8012239,1
132,-3283822,-4751173,-4983441,-4353808,-5088409,-3727906,-4150939,-7979470,1
133,-3285641,-8388608,-5177249,-8388608,-8388608,-6543072,-7149414,-7870910,1
134,-3272241,-6924589,-5181249,-7247733,-6398292,-7350984,-7216109,-7865987,1
135,-3271143,-1244479,-5000462,-1672271,-666848,-4935067,-4402056,-7965567,1
136,-3277509,-419609,-4911684,-316706,-475977,-3156929,-3018656,-8012774,1
137,-3286546,-4707440,-4983202,-4309271,-5046107,-3704062,-4126236,-7980144,1
138,-3288649,-8388608,-5178418,-8388608,-8388608,-6535206,-7147214,-7871358,1
139,-3275752,-6971353,-5185292,-7291566,-6450252,-7383981,-7254232,-7866127,1
140,-3274279,-1268267,-5003387,-1697347,-690821,-4962867,-4423316,-7965734,1
141,-3280061,-337377,-4911410,-235552,-395450,-3141740,-2993573,-8013177,1
142,-3288911,-4615170,-4981157,-4212542,-4958197,-3657185,-4076708,-7980902,1
143,-3291404,-8388608,-5178215,-8388608,-8388608,-6505707,-7126766,-7871943,1
144,-3278877,-7008942,-5188068,-7326320,-6492073,-7398221,-7277449,-7866160,1
145,-3277459,-1291952,-5005952,-1722862,-713219,-4979817,-4440016,-7966091,1
146,-3283058,-316930,-4912632,-216144,-375217,-3141147,-2990402,-8013766,1
147,-3291760,-4589112,-4981672,-4185642,-4933227,-3645826,-4064068,-7981586,1
148,-3294054,-8388608,-5178806,-8388608,-8388608,-6496263,-7118862,-7872243,1
149,-3281614,-7016736,-5189421,-7333918,-6500237,-7400794,-7281225,-7866193,1
150,-3280232,-1292395,-5007189,-1723370,-713290,-4983012,-4441138,-7966319,1
151,-3294361,-4568864,-4981959,-4164811,-4913271,-3635923,-4052479,-7982053,1
152,-3296775,-8388608,-5179244,-8388608,-8388608,-6487047,-7109379,-7872781,1
153,-3284490,-7024061,-5190646,-7341121,-6508149,-7401024,-7282410,-7866572,1
154,-3283067,-1293181,-5008354,-1724951,-712432,-4983714,-4441121,-7966724,1
155,-3288461,-291864,-4914172,-191953,-350317,-3134197,-2979955,-8014517,1
156,-3296952,-4550867,-4982207,-4146663,-4895366,-3625630,-4040822,-7982562,1
157,-3299409,-8388608,-5179569,-8388608,-8388608,-6476052,-7099504,-7873262,1
158,-3287119,-7033725,-5191681,-7350089,-6519204,-7401464,-7284969,-7866661,1
159,-3285675,-1294895,-5009310,-1727176,-714123,-4985674,-4442243,-7966916,1
160,-3291143,-280598,-4914869,-180823,-339212,-3130829,-2975462,-8014943,1
161,-3299583,-4534551,-4982541,-4129634,-4878886,-3616462,-4031427,-7983084,1
162,-3301941,-8388608,-5179877,-8388608,-8388608,-6466438,-7092584,-7873589,1
163,-3289834,-7040129,-5192669,-7356261,-6526419,-7400858,-7287176,-7866912,1
164,-3288521,-1294714,-5010361,-1727176,-713259,-4986452,-4442753,-7967408,1
165,-3293771,-269641,-4915468,-170089,-327796,-3127126,-2971312,-8015330,1
166,-3302044,-4517827,-4982629,-4112802,-4862196,-3607094,-4021809,-7983486,1
167,-3304387,-8388608,-5179923,-8388608,-8388608,-6456422,-7084332,-7873949,1
168,-3292306,-7049079,-5193372,-7365378,-6536519,-7400004,-7288996,-7866931,1
169,-3291007,-1298256,-5011171,-1733417,-716276,-4987375,-4444692,-7967495,1
170,-3296415,-260777,-4916108,-161558,-319386,-3123951,-2968077,-8015752,1
171,-3304679,-4503179,-4982927,-4097377,-4847894,-3599241,-4013422,-7984056,1
172,-3307084,-8388608,-5180247,-8388608,-8388608,-6448469,-7076662,-7874501,1
173,-3295146,-7054721,-5194306,-7370531,-6542514,-7399555,-7289762,-7867376,1
174,-3293804,-1299322,-5012064,-1734233,-715821,-4987870,-4445209,-7968034,1
175,-3299007,-253436,-4916626,-154268,-311752,-3121011,-2965011,-8016206,1
176,-3307196,-4488956,-4983081,-4083228,-4833656,-3591674,-4005117,-7984576,1
177,-3309506,-8388608,-5180310,-8388608,-8388608,-6439655,-7068798,-7874804,1
178,-3297599,-7062481,-5194914,-7377297,-6551097,-7399261,-7291350,-7867424,1
179,-3296420,-1300402,-5012796,-1735447,-716514,-4989262,-4445899,-7968400,1
180,-3301654,-241994,-4917122,-143028,-300871,-3118011,-2960541,-8016756,1
181,-3309623,-4472027,-4983040,-4065764,-4817112,-3582431,-3995176,-7985047,1
182,-3311772,-8388608,-5180212,-8388608,-8388608,-6430476,-7061429,-7874948,1
183,-3300035,-7069860,-5195531,-7384454,-6559631,-7400070,-7293996,-7867466,1
184,-3298926,-1300742,-5013381,-1736562,-717262,-4990910,-4446554,-7968704,1
185,-3304094,-232578,-4917357,-134001,-291354,-3115072,-2955984,-8017154,1
186,-3311989,-4459167,-4983015,-4052414,-4804162,-3575473,-3986944,-7985457,1
187,-3314162,-8388608,-5180425,-8388608,-8388608,-6425201,-7056371,-7875170,1
188,-3302552,-7077430,-5196358,-7391686,-6567495,-7403415,-7297869,-7867554,1
189,-3306664,-220250,-4917644,-121701,-279110,-3110925,-2950536,-8017744,1
190,-3314384,-4442094,-4982881,-4035019,-4787163,-3566439,-3976889,-7985974,1
191,-3316359,-8388608,-5180283,-8388608,-8388608,-6419144,-7049837,-7875272,1
192,-3305036,-7083514,-5197004,-7397677,-6574574,-7407074,-7301092,-7867736,1
193,-3304353,-1295650,-5014766,-1731702,-714026,-4994499,-4446875,-7969971,1
194,-3309282,-210306,-4917914,-111306,-270362,-3107042,-2945752,-8018477,1
195,-3316693,-4426259,-4982643,-4019006,-4771706,-3557722,-3967511,-7986456,1
196,-3318574,-8388608,-5180115,-8388608,-8388608,-6411378,-7043407,-7875454,1
197,-3307312,-7102799,-5197791,-7415239,-6598787,-7412803,-7309496,-7867429,1
198,-3306719,-1310062,-5015627,-1745904,-736417,-5003327,-4454683,-7970006,1
199,-3311694,-197357,-4918076,-98442,-257920,-3105452,-2941584,-8019029,1
200,-3318852,-4407715,-4982287,-3999455,-4753526,-3549377,-3957755,-7986818,1
201,-3320516,-8388608,-5179931,-8388608,-8388608,-6405660,-7039037,-7875273,1
202,-3309571,-7117561,-5198664,-7428981,-6616544,-7420099,-7318872,-7867195,1
203,-3309356,-1314902,-5016510,-1750478,-744906,-5010154,-4459513,-7970557,1
204,-3314187,-185462,-4918249,-85974,-246532,-3102316,-2936613,-8019740,1
205,-3321027,-4389127,-4981872,-3979707,-4735238,-3539732,-3947275,-7987339,1
206,-3322623,-8388608,-5179487,-8388608,-8388608,-6395747,-7030491,-7875635,1
207,-3311891,-7126093,-5199020,-7436174,-6626073,-7420513,-7321553,-7867462,1
208,-3311732,-1317126,-5016856,-1751450,-747364,-5012504,-4461380,-7971059,1
209,-3316394,-179623,-4918215,-80600,-240807,-3100998,-2934104,-8020197,1
210,-3323002,-4379785,-4981504,-3970816,-4725874,-3534824,-3941584,-7987607,1
211,-3324279,-8388608,-5178724,-8388608,-8388608,-6387352,-7022230,-7875497,1
212,-3313786,-7120441,-5198423,-7431422,-6619526,-7413314,-7314507,-7867602,1
213,-3314002,-1305316,-5016481,-1740272,-736707,-5005427,-4454104,-7971817,1
214,-3318606,-185432,-4918147,-84452,-248003,-3098297,-2932121,-8020773,1
215,-3325094,-4382027,-4981439,-3973174,-4727664,-3533671,-3939942,-7987983,1
216,-3326284,-8388608,-5178286,-8388608,-8388608,-6380892,-7015778,-7875794,1
217,-3315969,-7123551,-5198299,-7434482,-6623012,-7408842,-7312286,-7867954,1
218,-3316336,-1304732,-5016577,-1740165,-735443,-5002389,-4453590,-7972424,1
219,-3320933,-184877,-4918322,-83967,-247069,-3096296,-2932232,-8021337,1
220,-3327199,-4376228,-4981256,-3967557,-4721206,-3529358,-3936329,-7988374,1
