,data1,data2,data3,data4,data5,data6,data7,data8,label
553,-3843082,932627,-4203900,960629,924961,-2735530,-2559665,-8103065,1
554,-3875256,-2928856,-4258256,-2463344,-3325718,-2829828,-3156034,-8117223,1
555,-3910868,-8290719,-4446539,-8045496,-8388608,-5183750,-5735619,-8074497,1
556,-3881604,-6889924,-4462632,-7146221,-6429027,-6220567,-6181075,-8040027,1
557,-3844701,-1169299,-4302727,-1567622,-594050,-4473218,-4044658,-8066519,1
558,-3874619,-2934962,-4258256,-2469387,-3331351,-2831469,-3157929,-8116892,1
559,-3910207,-8292829,-4446587,-8048269,-8388608,-5186284,-5738383,-8074140,1
560,-3880845,-6887263,-4462438,-7144012,-6426472,-6220771,-6181069,-8039651,1
561,-3843961,-1168434,-4302526,-1566821,-593491,-4472396,-4043847,-8066176,1
562,-3841827,930483,-4203725,958691,922649,-2735317,-2559225,-8102550,1
563,-3874070,-2938240,-4258335,-2473026,-3334664,-2832652,-3158977,-8116687,1
564,-3909651,-8294284,-4446661,-8050123,-8388608,-5188436,-5739507,-8073928,1
565,-3880293,-6883988,-4462377,-7141304,-6423046,-6220766,-6180100,-8039527,1
566,-3843467,-1164889,-4302492,-1563982,-591256,-4471160,-4042865,-8066089,1
567,-3841319,928932,-4203791,957496,920905,-2735245,-2559886,-8102379,1
568,-3873571,-2945724,-4258542,-2479909,-3341664,-2834502,-3161946,-8116439,1
569,-3909090,-8297220,-4446826,-8053475,-8388608,-5190311,-5743370,-8073652,1
570,-3879575,-6880578,-4462200,-7137689,-6418767,-6219994,-6180469,-8039200,1
571,-3842794,-1161935,-4302311,-1559422,-587484,-4470060,-4041824,-8065792,1
572,-3840754,928578,-4203807,957400,920089,-2735786,-2560029,-8102131,1
573,-3873026,-2948047,-4258639,-2483078,-3345322,-2836192,-3163437,-8116179,1
574,-3908456,-8298504,-4446849,-8055511,-8388608,-5191221,-5745144,-8073310,1
575,-3879013,-6880188,-4462220,-7136647,-6417395,-6218979,-6180580,-8038976,1
576,-3842281,-1162266,-4302391,-1558547,-587276,-4469709,-4041421,-8065600,1
577,-3840161,927438,-4203837,956496,919082,-2736919,-2559880,-8101833,1
578,-3872472,-2952201,-4258764,-2487491,-3349726,-2838446,-3164853,-8115883,1
579,-3908048,-8300399,-4447139,-8058021,-8388608,-5193877,-5747446,-8073154,1
580,-3878520,-6878216,-4462297,-7134764,-6414562,-6219281,-6180598,-8038797,1
581,-3841789,-1161372,-4302442,-1557160,-585045,-4468552,-4040790,-8065440,1
582,-3839679,926165,-4203940,955547,917473,-2735623,-2559862,-8101686,1
583,-3871946,-2956954,-4258923,-2491971,-3355296,-2839229,-3166519,-8115615,1
584,-3907407,-8301871,-4447204,-8059816,-8388608,-5197007,-5749227,-8072740,1
585,-3877837,-6874806,-4462172,-7131972,-6410524,-6220483,-6179836,-8038431,1
586,-3841079,-1158776,-4302251,-1554982,-582655,-4467461,-4039202,-8065083,1
587,-3839054,924861,-4203904,954343,915925,-2734731,-2559277,-8101404,1
588,-3871397,-2963052,-4259089,-2497992,-3361661,-2840725,-3168304,-8115343,1
589,-3906801,-8304429,-4447331,-8062836,-8388608,-5200113,-5751950,-8072385,1
590,-3877261,-6870754,-4462111,-7128519,-6405572,-6220251,-6179189,-8038227,1
591,-3840602,-1156279,-4302289,-1553267,-580117,-4466048,-4038036,-8064976,1
592,-3838562,923504,-4204015,953386,914393,-2733961,-2558990,-8101237,1
593,-3870887,-2967962,-4259252,-2501911,-3366806,-2841561,-3169662,-8115111,1
594,-3906277,-8305759,-4447477,-8064506,-8388608,-5202184,-5753861,-8072144,1
595,-3876641,-6867945,-4462019,-7125695,-6401644,-6220566,-6178680,-8037961,1
596,-3840056,-1155197,-4302268,-1551201,-577330,-4465254,-4037591,-8064756,1
597,-3838087,922616,-4204118,952596,913121,-2733439,-2559541,-8101056,1
598,-3870503,-2972724,-4259544,-2507048,-3372939,-2842549,-3171956,-8114964,1
599,-3876166,-6864142,-4462053,-7122033,-6397151,-6219570,-6177642,-8037856,1
