,0,1,2,3,4,5,6,7
243,-3231.276,-5542.204,-3325.743,-5070.564,-5851.518,-3302.66,-3741.309,-7310.257
244,-3214.089,-6223.379,-3386.429,-6191.529,-6037.733,-4697.191,-4806.835,-7247.351
245,-3155.647,-1847.999,-3266.934,-2244.598,-1303.771,-3522.761,-3180.215,-7224.115
246,-3151.994,400.252,-3179.594,350.407,477.938,-1968.387,-1784.341,-7266.084
247,-3184.401,-1436.439,-3197.697,-1132.609,-1610.049,-1747.616,-1913.237,-7310.489
248,-3230.825,-5524.187,-3324.204,-5052.464,-5835.164,-3289.251,-3728.402,-7310.393
249,-3213.889,-6234.51,-3385.707,-6199.487,-6051.543,-4694.163,-4806.823,-7247.459
250,-3155.327,-1866.054,-3266.644,-2262.326,-1321.845,-3527.964,-3187.322,-7223.858
251,-3151.367,396.0,-3179.052,344.603,474.869,-1972.758,-1789.437,-7265.424
252,-3183.644,-1434.576,-3196.811,-1132.011,-1607.373,-1749.012,-1913.712,-7309.782
253,-3230.212,-5513.174,-3323.011,-5041.976,-5824.624,-3286.299,-3723.277,-7310.112
254,-3180.931,-1367.247,-3192.119,-1069.735,-1538.984,-1732.131,-1892.019,-7308.202
255,-3154.884,-1882.414,-3266.277,-2280.224,-1337.292,-3535.071,-3195.014,-7223.427
256,-3150.662,395.731,-3178.269,341.424,476.115,-1975.224,-1791.756,-7264.782
257,-3153.681,-1942.347,-3265.701,-2339.714,-1394.795,-3563.149,-3224.058,-7221.984
258,-3228.249,-5475.254,-3318.891,-5002.211,-5791.109,-3262.426,-3699.696,-7309.332
259,-3213.341,-6251.935,-3384.294,-6212.104,-6073.464,-4695.024,-4809.733,-7247.432
260,-3154.522,-1901.365,-3265.99,-2298.804,-1355.467,-3541.596,-3202.86,-7223.071
261,-3149.564,396.082,-3176.988,337.215,479.625,-1982.21,-1795.933,-7263.841
262,-3182.287,-1404.323,-3194.504,-1103.511,-1576.939,-1740.596,-1903.704,-7308.927
263,-3228.906,-5484.862,-3320.141,-5013.007,-5799.338,-3269.212,-3705.867,-7309.66
264,-3212.923,-6267.888,-3383.731,-6225.004,-6092.095,-4697.274,-4813.989,-7247.052
265,-3227.576,-5460.141,-3317.394,-4986.486,-5777.456,-3252.64,-3689.327,-7309.156
266,-3212.15,-6297.896,-3382.641,-6249.589,-6127.325,-4700.945,-4822.271,-7246.463
267,-3153.476,-1961.487,-3265.639,-2358.426,-1413.047,-3571.568,-3232.578,-7221.786
268,-3148.626,399.808,-3175.736,336.474,486.413,-1988.212,-1797.975,-7263.191
269,-3148.026,401.848,-3174.884,335.955,489.888,-1989.613,-1797.52,-7262.809
270,-3226.98,-5446.662,-3316.052,-4971.927,-5764.98,-3243.618,-3680.75,-7309.009
271,-3179.669,-1326.98,-3189.685,-1031.356,-1498.091,-1720.77,-1877.757,-7307.631
272,-3226.427,-5433.769,-3314.714,-4957.904,-5753.708,-3233.651,-3671.004,-7308.961
273,-3211.62,-6325.825,-3381.626,-6272.123,-6160.516,-4702.664,-4828.704,-7246.342
274,-3152.871,-1997.787,-3265.329,-2394.927,-1448.07,-3588.686,-3249.921,-7221.227
275,-3146.982,404.293,-3173.621,333.735,495.419,-1997.152,-1800.887,-7262.043
276,-3179.022,-1310.937,-3188.625,-1016.278,-1481.102,-1717.939,-1873.081,-7307.252
277,-3225.67,-5424.142,-3313.378,-4947.227,-5745.292,-3226.732,-3664.347,-7308.593
278,-3178.386,-1288.569,-3187.383,-995.669,-1458.721,-1711.583,-1865.519,-7306.995
279,-3225.077,-5409.946,-3312.029,-4932.166,-5732.339,-3216.766,-3655.004,-7308.549
280,-3210.841,-6360.516,-3380.721,-6301.266,-6201.084,-4708.05,-4839.686,-7245.949
281,-3152.097,-2037.877,-3265.154,-2435.728,-1489.286,-3609.561,-3270.646,-7220.507
282,-3146.326,404.589,-3172.994,331.331,497.419,-2001.716,-1803.324,-7261.559
283,-3177.462,-1271.575,-3186.136,-980.034,-1440.301,-1708.442,-1860.496,-7306.396
284,-3149.719,-2294.437,-3266.557,-2686.15,-1758.282,-3720.265,-3389.094,-7219.496
285,-3210.422,-6371.284,-3380.017,-6309.117,-6214.406,-4707.254,-4841.712,-7245.926
