,data1,data2,data3,data4,data5,data6,data7,data8,label
0,-2999961,-6967180,-3312857,-6512512,-7238999,-4187212,-4646797,-7223181,2
1,-2965952,-5753777,-3324335,-5911141,-5376139,-5025809,-4953666,-7167599,2
2,-2929711,-937890,-3186786,-1303826,-505084,-3226862,-2833324,-7190236,2
3,-2938842,103156,-3120452,165380,83879,-1808109,-1708942,-7239681,2
4,-2999679,-6958546,-3314384,-6503031,-7231577,-4181857,-4641433,-7223361,2
5,-2965774,-5766214,-3326447,-5921692,-5390018,-5028528,-4957636,-7167562,2
6,-2929341,-950504,-3189023,-1317542,-514786,-3233864,-2839964,-7189846,2
7,-2938359,102579,-3122402,163997,84612,-1811671,-1711508,-7239255,2
8,-2970413,-2668225,-3170672,-2290352,-2938197,-2086727,-2380129,-7263956,2
9,-2999527,-6942660,-3315767,-6487600,-7216562,-4172126,-4632068,-7223863,2
10,-2965639,-5776630,-3328369,-5929347,-5403689,-5026974,-4958847,-7167679,2
11,-2928752,-966577,-3191027,-1333729,-530039,-3240547,-2846832,-7189142,2
12,-2937808,101286,-3124334,161343,84441,-1817011,-1715176,-7238625,2
13,-2970001,-2657680,-3172319,-2281446,-2926041,-2085381,-2376726,-7263757,2
14,-2935901,112508,-3135688,164717,102042,-1834302,-1724971,-7236574,2
15,-2965744,-5786901,-3330586,-5937771,-5415671,-5027821,-4961151,-7167934,2
16,-2965224,-5846497,-3340601,-5987727,-5486543,-5034174,-4979027,-7167761,2
17,-2937461,102446,-3126244,161164,87116,-1818992,-1716767,-7238267,2
18,-2968202,-2603087,-3179967,-2231179,-2866046,-2070613,-2356242,-7263002,2
19,-2999201,-6920723,-3318765,-6463866,-7196181,-4158295,-4617962,-7224447,2
20,-2927555,-1022735,-3201797,-1393909,-580384,-3270198,-2875892,-7187480,2
21,-2928484,-987665,-3195588,-1356677,-548308,-3250709,-2857454,-7188742,2
22,-2937317,104736,-3128318,162546,90178,-1820988,-1717737,-7238162,2
23,-2997389,-6846548,-3332902,-6381625,-7131362,-4096282,-4563829,-7225551,2
24,-2936472,110160,-3131741,165334,97449,-1825775,-1718858,-7237391,2
25,-2965130,-5905772,-3350497,-6038777,-5553894,-5044826,-4998636,-7167410,2
26,-2967002,-2544473,-3187416,-2176426,-2803036,-2053829,-2333789,-7262593,2
27,-2968934,-2625146,-3176987,-2251412,-2890474,-2075599,-2363979,-7263350,2
28,-2926754,-1073030,-3212149,-1448048,-625522,-3298867,-2903839,-7185998,2
29,-2965263,-5868952,-3344679,-6006677,-5511989,-5038296,-4986193,-7167694,2
30,-2997750,-6859684,-3330294,-6396695,-7142149,-4109126,-4574578,-7225441,2
31,-2935248,121926,-3141046,170053,114273,-1839868,-1726907,-7235901,2
32,-2967469,-2569934,-3184571,-2199974,-2830296,-2061533,-2343665,-7262738,2
33,-2934562,130623,-3146173,175104,125572,-1846231,-1729499,-7235180,2
34,-2965116,-5880616,-3346547,-6016878,-5525434,-5040577,-4989987,-7167498,2
35,-2965034,-5919019,-3352318,-6050445,-5568587,-5046589,-5002667,-7167273,2
36,-2966298,-2520774,-3189961,-2154450,-2777500,-2046402,-2324362,-7262227,2
37,-2997154,-6839012,-3334111,-6373286,-7124721,-4090064,-4558595,-7225576,2
38,-2964994,-5930824,-3354154,-6060436,-5582334,-5048552,-5006722,-7167191,2
39,-2926301,-1101314,-3218041,-1478499,-650285,-3315982,-2920192,-7185171,2
40,-2934251,131648,-3147766,175836,127196,-1848217,-1730387,-7234843,2
41,-2965896,-2510321,-3191168,-2144442,-2766061,-2043314,-2319959,-7261961,2
42,-2996930,-6831081,-3335296,-6364270,-7117901,-4083729,-4552847,-7225587,2
43,-2964926,-5943011,-3355944,-6070564,-5596306,-5050319,-5010658,-7167086,2
44,-2926139,-1110950,-3219941,-1488621,-658868,-3322117,-2925612,-7184903,2
45,-2934061,133376,-3149436,176693,129279,-1850596,-1731133,-7234664,2
46,-2965571,-2499110,-3192411,-2134012,-2754233,-2040009,-2315277,-7261817,2
47,-2996647,-6823393,-3336416,-6355934,-7111365,-4077918,-4547134,-7225566,2
48,-2964869,-5955782,-3357747,-6081920,-5610745,-5052871,-5014794,-7166995,2
49,-2925969,-1120670,-3221837,-1499559,-667627,-3327861,-2931153,-7184611,2
50,-2933839,135806,-3151071,178014,132378,-1852363,-1731909,-7234419,2
51,-2996453,-6814729,-3337593,-6346611,-7103487,-4072006,-4541346,-7225604,2
52,-2964933,-5966027,-3359567,-6090371,-5622738,-5054403,-5017964,-7167060,2
53,-2925872,-1137847,-3225619,-1518193,-683809,-3338022,-2940958,-7184423,2
54,-2933630,137539,-3152614,179629,134465,-1854634,-1732862,-7234248,2
55,-2965049,-2477850,-3194957,-2113589,-2731384,-2033743,-2306976,-7261602,2
56,-2925691,-1153171,-3227569,-1533066,-698244,-3346625,-2948874,-7184079,2
57,-2933555,138968,-3154286,179943,136257,-1855920,-1733196,-7234245,2
58,-2964862,-2468204,-3196279,-2104814,-2721162,-2030494,-2302840,-7261619,2
59,-2996163,-6800510,-3339991,-6330832,-7091267,-4059388,-4530680,-7225859,2
60,-2933242,141526,-3155767,181223,139878,-1858826,-1734360,-7233982,2
61,-2964532,-2455807,-3197419,-2093391,-2708057,-2027479,-2298294,-7261518,2
62,-2995841,-6793136,-3341004,-6322492,-7085093,-4054198,-4525298,-7225817,2
63,-2964717,-6002209,-3364671,-6120782,-5664498,-5059998,-5029124,-7166874,2
64,-2925536,-1159794,-3229264,-1539895,-705149,-3350454,-2952585,-7183970,2
65,-2933004,143716,-3157244,182745,142602,-1859782,-1734566,-7233847,2
66,-2964176,-2444645,-3198499,-2082912,-2696026,-2023419,-2293476,-7261404,2
67,-2995545,-6785496,-3341984,-6314427,-7078436,-4047341,-4519331,-7225799,2
68,-2964620,-6012543,-3366248,-6129743,-5675782,-5060764,-5031886,-7166817,2
69,-2932222,149474,-3161475,184719,150974,-1865135,-1737113,-7233349,2
