,data1,data2,data3,data4,data5,data6,data7,data8,label
0,-3902241,-8318519,-4448917,-8079727,-8388608,-5217802,-5769332,-8070094,2
1,-3872062,-6836923,-4461687,-7098795,-6366034,-6219220,-6173049,-8036044,2
2,-3835656,-1125950,-4301748,-1523114,-551910,-4455167,-4025931,-8063029,2
3,-3833949,916816,-4204570,948744,905326,-2731646,-2558004,-8099212,2
4,-3866565,-3004681,-4260860,-2536677,-3405250,-2851524,-3182239,-8112931,2
5,-3901816,-8320071,-4449177,-8081481,-8388608,-5218849,-5771242,-8069816,2
6,-3871712,-6833514,-4461857,-7095804,-6362227,-6217762,-6172537,-8035921,2
7,-3835268,-1121521,-4301826,-1518394,-547881,-4452107,-4024473,-8062877,2
8,-3833518,915781,-4204722,948279,903630,-2730260,-2558531,-8098944,2
9,-3866187,-3009229,-4261165,-2541256,-3410092,-2852511,-3184216,-8112655,2
10,-3901452,-8320837,-4449457,-8082786,-8388608,-5220961,-5772427,-8069585,2
11,-3871212,-6830661,-4461894,-7093262,-6358945,-6218849,-6171943,-8035614,2
12,-3834768,-1116182,-4301792,-1513326,-543581,-4451294,-4022649,-8062586,2
13,-3833023,915163,-4204789,947852,902829,-2730112,-2558087,-8098612,2
14,-3865698,-3014079,-4261351,-2546496,-3414306,-2854122,-3185499,-8112290,2
15,-3900913,-8322547,-4449571,-8084906,-8388608,-5222376,-5773592,-8069178,2
16,-3870749,-6827466,-4461928,-7090178,-6355490,-6217900,-6170909,-8035348,2
17,-3834285,-1112411,-4301746,-1508784,-540449,-4448921,-4020741,-8062327,2
18,-3832654,912958,-4204956,946628,900089,-2728989,-2558143,-8098419,2
19,-3865510,-3021407,-4261854,-2553096,-3421569,-2855652,-3188111,-8112195,2
20,-3900663,-8323641,-4449956,-8086316,-8388608,-5224178,-5775021,-8069034,2
21,-3870446,-6823346,-4462072,-7086670,-6351191,-6217836,-6169602,-8035230,2
22,-3832476,913061,-4205269,946558,899552,-2728720,-2556937,-8098442,2
23,-3865168,-3025186,-4262141,-2558007,-3425671,-2856997,-3189109,-8111984,2
24,-3900216,-8325398,-4450144,-8088544,-8388608,-5225344,-5776606,-8068712,2
25,-3869935,-6819815,-4462056,-7083803,-6347172,-6216838,-6169092,-8034915,2
26,-3833557,-1101860,-4301827,-1498434,-532091,-4444173,-4016309,-8062063,2
27,-3832031,911017,-4205328,945651,897252,-2725360,-2556250,-8098211,2
28,-3864808,-3033840,-4262463,-2564987,-3433635,-2857409,-3191413,-8111743,2
29,-3899767,-8327590,-4450354,-8090853,-8388608,-5227535,-5778487,-8068381,2
30,-3869495,-6816998,-4462087,-7081281,-6344482,-6216474,-6168434,-8034676,2
31,-3833154,-1098410,-4301859,-1494994,-530158,-4442861,-4014914,-8061900,2
32,-3831534,910273,-4205296,944926,895531,-2724641,-2554821,-8097967,2
33,-3864231,-3038131,-4262497,-2569974,-3438856,-2858819,-3192116,-8111341,2
34,-3899196,-8328926,-4450382,-8092398,-8388608,-5229969,-5779110,-8067968,2
35,-3868917,-6814535,-4461961,-7078786,-6341615,-6217456,-6166884,-8034341,2
36,-3832679,-1096010,-4301814,-1492132,-527512,-4441842,-4013006,-8061692,2
